nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
E,E01009166,25.71,33.4,16.400000000000002,34.3069095749711,4,2,12748.0,4,2
E,E01008970,24.945,33.900000000000006,20.7,34.305471687196516,4,2,12749.0,4,2
E,E01020893,25.726,22.0,16.3,34.30475381115997,4,2,12750.0,4,2
E,E01000949,26.009,32.800000000000004,14.7,34.303270223358986,4,2,12751.0,4,2
E,E01018087,25.831,23.400000000000002,15.7,34.30282210601889,4,2,12752.0,4,2
E,E01011772,26.043,20.7,14.499999999999998,34.301403779675766,4,2,12753.0,4,2
W,W01001212,34.3,26.0,17.0,34.3,2,2,12756.5,4,2
W,W01001333,34.3,25.0,16.0,34.3,2,2,12756.5,4,2
W,W01001208,34.3,23.0,21.0,34.3,2,2,12756.5,4,2
W,W01000741,34.3,28.0,17.0,34.3,2,2,12756.5,4,2
W,W01000059,34.3,26.0,17.0,34.3,2,2,12756.5,4,2
W,W01000655,34.3,27.0,15.0,34.3,2,2,12756.5,4,2
S,S01012857,37.559159239487045,23.0,19.0,34.294581136158634,2,2,12760.0,4,2
S,S01011293,35.8449215562376,21.0,16.0,34.29387642744009,2,2,12761.0,4,2
E,E01018309,25.413,27.700000000000003,18.0,34.291277575198805,4,2,12762.0,4,2
N,95GG24S3,12.357702401987138,9.9,18.0,34.290375815490655,7,2,12763.0,4,2
E,E01034745,25.972,32.2,14.799999999999999,34.27975260581019,4,2,12764.0,4,2
E,E01025505,25.545,26.400000000000002,17.2,34.27892163258787,4,2,12765.0,4,2
E,E01002672,26.006,39.0,14.6,34.277886162126975,4,2,12766.0,4,2
E,E01030162,25.702,23.599999999999998,16.3,34.27541280389149,4,2,12767.0,4,2
E,E01012980,25.559,26.400000000000002,17.1,34.274320784837705,4,2,12768.0,4,2
E,E01000819,25.54,31.7,17.2,34.27280892274027,4,2,12769.0,4,2
E,E01003989,25.895,32.1,15.2,34.27248261545093,4,2,12770.0,4,2
E,E01011019,26.48,30.8,11.899999999999999,34.27102730194638,4,2,12771.0,4,2
E,E01020833,25.555,25.1,17.1,34.26943061695962,4,2,12772.0,4,2
S,S01012495,35.25559445633261,21.0,15.0,34.268182609269495,2,2,12773.0,4,2
S,S01007886,35.82603544456302,22.0,16.0,34.26703677939896,2,2,12774.0,4,2
E,E01003339,25.889,31.4,15.2,34.26514736363381,4,2,12775.0,4,2
E,E01009313,25.693,31.2,16.3,34.26440992616581,4,2,12776.0,4,2
E,E01015093,25.391,31.1,18.0,34.26438165186936,4,2,12777.0,4,2
E,E01024503,25.443,28.9,17.7,34.262804528314064,4,2,12778.0,4,2
E,E01028212,25.282,33.300000000000004,18.6,34.261423189132366,4,2,12779.0,4,2
E,E01009078,26.045,26.3,14.299999999999999,34.26041599296791,4,2,12780.0,4,2
E,E01005895,25.512,25.7,17.299999999999997,34.26029418291715,4,2,12781.0,4,2
E,E01027137,26.151,31.5,13.700000000000001,34.25970682979635,4,2,12782.0,4,2
E,E01019455,26.256,20.5,13.100000000000001,34.25777512465527,4,2,12783.0,4,2
E,E01029830,25.7,26.6,16.2,34.25125128462899,4,2,12784.0,4,2
E,E01001187,25.842,28.4,15.4,34.25112076171326,4,2,12785.0,4,2
E,E01009089,25.944,39.0,14.799999999999999,34.24552143066362,4,2,12786.0,4,2
E,E01011463,25.233,29.799999999999997,18.8,34.24495150327278,4,2,12787.0,4,2
E,E01029116,25.463,21.0,17.5,34.243822497057565,4,2,12788.0,4,2
E,E01016765,25.497,23.5,17.299999999999997,34.24195605337435,4,2,12789.0,4,2
E,E01021274,25.976,30.2,14.6,34.241209903041366,4,2,12790.0,4,2
E,E01020881,25.602,25.0,16.7,34.24002434823328,4,2,12791.0,4,2
E,E01004816,26.152,27.900000000000002,13.600000000000001,34.23921293644242,4,2,12792.0,4,2
E,E01015624,25.831,27.0,15.4,34.23767280004854,4,2,12793.0,4,2
E,E01026969,25.687,28.1,16.2,34.23535823902524,4,2,12794.0,4,2
E,E01017354,25.935,21.099999999999998,14.799999999999999,34.234518552937935,4,2,12795.0,4,2
E,E01014073,25.452,29.799999999999997,17.5,34.23037453539285,4,2,12796.0,4,2
E,E01025054,25.167,21.4,19.1,34.2294130392548,4,2,12797.0,4,2
E,E01018974,26.517,20.4,11.5,34.22939561352484,4,2,12798.0,4,2
S,S01012778,35.79819582622572,24.0,16.0,34.22747302108559,2,2,12799.0,4,2
E,E01008483,25.714,24.2,16.0,34.22493400155538,4,2,12800.0,4,2
E,E01020812,25.145,24.3,19.2,34.2242335512488,4,2,12801.0,4,2
E,E01019218,25.621,25.1,16.5,34.21981977500725,4,2,12802.0,4,2
E,E01003118,26.257,27.800000000000004,12.9,34.21556479597789,4,2,12803.0,4,2
E,E01020286,26.501,16.7,11.5,34.20983494201251,4,2,12804.0,4,2
E,E01027550,25.435,24.099999999999998,17.5,34.209591321911006,4,2,12805.0,4,2
E,E01021818,25.593,27.800000000000004,16.6,34.20730503518415,4,2,12806.0,4,2
S,S01007753,35.2096453254731,23.0,15.0,34.20288285242622,2,2,12807.0,4,2
E,E01007331,25.82,20.5,15.299999999999999,34.20250840306037,4,2,12808.0,4,2
E,E01009766,25.446,31.4,17.4,34.20132284825228,4,2,12809.0,4,2
E,E01019150,25.747,25.5,15.7,34.2001285805792,4,2,12810.0,4,2
W,W01000865,34.2,28.0,14.0,34.2,2,2,12811.5,4,2
W,W01001695,34.2,21.0,8.0,34.2,2,2,12811.5,4,2
E,E01026230,25.231,33.300000000000004,18.6,34.19907354868685,4,2,12813.0,4,2
E,E01032808,26.279,22.7,12.7,34.199027848660435,4,2,12814.0,4,2
E,E01007559,26.349,18.8,12.3,34.19774004523305,4,2,12815.0,4,2
E,E01023794,25.691,30.2,16.0,34.196815536256416,4,2,12816.0,4,2
E,E01028228,25.775,25.900000000000002,15.5,34.190926885078866,4,2,12817.0,4,2
E,E01021360,25.453,26.700000000000003,17.299999999999997,34.18816420671546,4,2,12818.0,4,2
E,E01014104,25.897,33.1,14.799999999999999,34.18806195809617,4,2,12819.0,4,2
N,95SS17S1,13.569266945644488,11.2,16.4,34.18792371604166,7,2,12820.0,4,2
E,E01025829,25.254,27.700000000000003,18.4,34.183759143338904,4,2,12821.0,4,2
E,E01027147,25.591,22.2,16.5,34.18314351592165,4,2,12822.0,4,2
E,E01026389,25.129,23.7,19.1,34.18295644441304,4,2,12823.0,4,2
E,E01019922,25.447,29.7,17.299999999999997,34.180828954898345,4,2,12824.0,4,2
E,E01009256,25.357,33.5,17.8,34.179382354258784,4,2,12825.0,4,2
E,E01024384,25.604,24.2,16.400000000000002,34.17732012620196,4,2,12826.0,4,2
S,S01007705,33.47674015186068,16.0,12.0,34.17564918529704,3,2,12827.0,4,2
E,E01003976,25.94,31.7,14.499999999999998,34.1754819568152,4,2,12828.0,4,2
E,E01026522,26.365,19.6,12.1,34.17386784609847,4,2,12829.0,4,2
E,E01029602,26.185,21.5,13.100000000000001,34.17097464481934,4,2,12830.0,4,2
E,E01033713,25.989,25.7,14.2,34.170237207351335,4,2,12831.0,4,2
E,E01003993,26.022,36.0,14.000000000000002,34.167148221698596,4,2,12832.0,4,2
E,E01020138,26.235,17.1,12.8,34.166952437324994,4,2,12833.0,4,2
E,E01023737,25.666,39.900000000000006,16.0,34.16625198701842,4,2,12834.0,4,2
S,S01010919,36.32555577573727,23.0,17.0,34.16510337043164,2,2,12835.0,4,2
E,E01024287,25.664,30.4,16.0,34.163806903079376,4,2,12836.0,4,2
E,E01029186,25.324,29.299999999999997,17.9,34.16075490458807,4,2,12837.0,4,2
E,E01012356,26.141,18.4,13.3,34.16061566880735,4,2,12838.0,4,2
E,E01000240,26.033,29.4,13.900000000000002,34.15887974803987,4,2,12839.0,4,2
E,E01024807,25.872,27.3,14.799999999999999,34.157498408858174,4,2,12840.0,4,2
E,E01003716,25.764,32.2,15.4,34.155762488090694,4,2,12841.0,4,2
S,S01009147,37.46048783000146,22.0,19.0,34.15435608888862,2,2,12842.0,4,2
E,E01006976,25.443,25.3,17.2,34.154222351696816,4,2,12843.0,4,2
N,95HH01W1,12.63784033384918,11.1,17.5,34.15172065824067,7,2,12844.0,4,2
E,E01017327,25.67,24.9,15.9,34.149425719573046,4,2,12845.0,4,2
E,E01031264,25.634,30.7,16.1,34.14884707931722,4,2,12846.0,4,2
E,E01021358,25.454,30.0,17.1,34.14595387803809,4,2,12847.0,4,2
S,S01011661,35.16936375226787,20.0,15.0,34.14563744024187,2,2,12848.0,4,2
E,E01021834,25.47,31.8,17.0,34.14379811422696,4,2,12849.0,4,2
E,E01026447,25.289,32.0,18.0,34.13968237097831,4,2,12850.0,4,2
E,E01002846,26.017,25.8,13.900000000000002,34.13931907652755,4,2,12851.0,4,2
E,E01019927,25.501,31.0,16.8,34.13826404463519,4,2,12852.0,4,2
N,95DD23W1,17.03081964497264,14.6,12.1,34.135088788477624,6,2,12853.0,4,2
E,E01009458,25.39,28.499999999999996,17.4,34.13286049795915,4,2,12854.0,4,2
E,E01025194,25.904,22.900000000000002,14.499999999999998,34.13147044591247,4,2,12855.0,4,2
E,E01023933,25.584,32.300000000000004,16.3,34.13115285148812,4,2,12856.0,4,2
E,E01009868,25.367,33.900000000000006,17.5,34.12645846798364,4,2,12857.0,4,2
E,E01014811,25.047,26.1,19.3,34.12614087355928,4,2,12858.0,4,2
E,E01022050,25.294,21.8,17.9,34.124078645502465,4,2,12859.0,4,2
E,E01017193,25.719,28.199999999999996,15.5,34.12246453478574,4,2,12860.0,4,2
S,S01011584,35.722878553122484,19.0,16.0,34.120437272470966,2,2,12861.0,4,2
E,E01004986,25.431,23.5,17.1,34.117835412739126,4,2,12862.0,4,2
E,E01001336,26.316,34.1,12.1,34.11396328959198,4,2,12863.0,4,2
N,95TT03S2,12.519188676218215,12.0,17.6,34.111636573398116,7,2,12864.0,4,2
E,E01023669,25.23,35.0,18.2,34.11098526542353,4,2,12865.0,4,2
E,E01012828,25.299,29.7,17.8,34.108474920026616,4,2,12866.0,4,2
S,S01007874,36.285599311026544,22.0,17.0,34.10831998016677,2,2,12867.0,4,2
E,E01020208,25.476,28.599999999999998,16.8,34.10770049539718,4,2,12868.0,4,2
E,E01003032,25.653,31.7,15.8,34.106926070767756,4,2,12869.0,4,2
S,S01012974,35.7130889598249,20.0,16.0,34.10652497315281,2,2,12870.0,4,2
W,W01001456,34.1,24.0,17.0,34.1,2,2,12872.0,4,2
W,W01000186,34.1,24.0,15.0,34.1,2,2,12872.0,4,2
W,W01000790,34.1,23.0,14.0,34.1,2,2,12872.0,4,2
E,E01024223,25.22,27.200000000000003,18.2,34.098759845728324,4,2,12874.0,4,2
N,95FF10W1,15.60839858894976,14.5,13.8,34.097608888042785,6,2,12875.0,4,2
E,E01016715,25.503,24.5,16.6,34.097276257927334,4,2,12876.0,4,2
E,E01011519,25.235,25.2,18.099999999999998,34.095381539947674,4,2,12877.0,4,2
E,E01003489,26.297,40.0,12.1,34.0907349921711,4,2,12878.0,4,2
E,E01022004,26.008,20.7,13.700000000000001,34.08488332815497,4,2,12879.0,4,2
S,S01011984,35.12265495881545,21.0,15.0,34.079258102965376,2,2,12880.0,4,2
E,E01035417,26.249,14.299999999999999,12.3,34.07548584828103,4,2,12881.0,4,2
E,E01021642,25.482,29.5,16.6,34.07160287656741,4,2,12882.0,4,2
E,E01019739,25.464,24.099999999999998,16.7,34.0713135564395,4,2,12883.0,4,2
S,S01009410,33.403015262455504,23.0,12.0,34.0708764233013,3,2,12884.0,4,2
S,S01010208,34.544825411367874,19.0,14.0,34.06990381866011,2,2,12885.0,4,2
E,E01020065,25.498,26.0,16.5,34.06944711275628,4,2,12886.0,4,2
E,E01008895,25.551,30.4,16.2,34.0690925311705,4,2,12887.0,4,2
E,E01030983,26.065,32.7,13.3,34.067702479123824,4,2,12888.0,4,2
E,E01002764,25.354,35.4,17.299999999999997,34.067132551732975,4,2,12889.0,4,2
E,E01031086,25.762,23.3,15.0,34.06645166285786,4,2,12890.0,4,2
E,E01022552,25.441,28.999999999999996,16.8,34.06491152646398,4,2,12891.0,4,2
E,E01026697,26.077,16.6,13.200000000000001,34.06065654743462,4,2,12892.0,4,2
E,E01021849,25.544,32.0,16.2,34.060534737383854,4,2,12893.0,4,2
E,E01001360,26.768,30.099999999999998,9.3,34.05849207075851,3,2,12894.0,4,2
E,E01035654,25.559,39.5,16.1,34.05715643160321,4,2,12895.0,4,2
E,E01020918,25.594,30.2,15.9,34.05651252988952,4,2,12896.0,4,2
E,E01027387,25.291,26.700000000000003,17.599999999999998,34.05526171362356,4,2,12897.0,4,2
E,E01006278,25.45,23.3,16.7,34.05419796886622,4,2,12898.0,4,2
E,E01025933,25.413,25.5,16.900000000000002,34.05239678664087,4,2,12899.0,4,2
S,S01011630,33.95883444753057,18.0,13.0,34.04895108851318,2,2,12900.0,4,2
E,E01011891,25.532,26.5,16.2,34.04586423374962,4,2,12901.0,4,2
E,E01027982,25.07,24.8,18.8,34.045677162241,4,2,12902.0,4,2
E,E01033205,25.083,22.2,18.7,34.03985377252131,4,2,12903.0,4,2
E,E01011154,25.486,28.299999999999997,16.400000000000002,34.03306017379859,4,2,12904.0,4,2
E,E01004020,25.484,36.0,16.400000000000002,34.03061508985955,4,2,12905.0,4,2
E,E01009950,25.421,27.0,16.7,34.018744251750135,4,2,12906.0,4,2
E,E01000485,25.882,36.6,14.099999999999998,34.01770878128923,4,2,12907.0,4,2
E,E01005247,25.562,25.1,15.9,34.01739118686488,4,2,12908.0,4,2
E,E01003919,26.077,23.400000000000002,13.0,34.01722367678772,4,2,12909.0,4,2
E,E01024681,25.685,27.200000000000003,15.2,34.0157488018517,4,2,12910.0,4,2
S,S01011523,33.935070663909386,18.0,13.0,34.01517962726653,2,2,12911.0,4,2
E,E01008503,25.203,29.2,17.9,34.01282732627613,4,2,12912.0,4,2
E,E01010323,25.075,28.7,18.6,34.0083570014417,4,2,12913.0,4,2
E,E01019780,25.199,32.4,17.9,34.00793715839806,4,2,12914.0,4,2
S,S01010232,34.50079738532941,20.0,14.0,34.007334204375326,2,2,12915.0,4,2
E,E01013246,26.352,16.3,11.4,34.00595975323056,4,2,12916.0,4,2
N,95VV07S2,12.255169772252684,13.0,17.8,34.00253830194305,7,2,12917.0,4,2
E,E01012820,25.992,21.099999999999998,13.4,34.0001733506723,4,2,12918.0,4,2
W,W01000029,34.0,28.0,18.0,34.0,2,2,12919.0,4,2
E,E01003323,25.494,27.500000000000004,16.2,33.99940763890785,4,2,12920.0,4,2
E,E01017339,25.476,28.199999999999996,16.3,33.99911831877994,4,2,12921.0,4,2
E,E01003126,25.848,29.2,14.2,33.997858789648994,4,2,12922.0,4,2
S,S01011745,32.77691923225967,18.0,11.0,33.99292912040821,3,2,12923.0,4,2
E,E01023146,25.541,32.800000000000004,15.9,33.99171780550495,4,2,12924.0,4,2
E,E01017149,25.894,32.1,13.900000000000002,33.988946414276576,4,2,12925.0,4,2
E,E01007579,25.608,26.6,15.5,33.986762376169004,4,2,12926.0,4,2
S,S01011490,34.48579662502384,20.0,14.0,33.98601615151785,2,2,12927.0,4,2
E,E01023873,25.447,39.800000000000004,16.400000000000002,33.985381036987306,4,2,12928.0,4,2
E,E01020287,26.495,16.2,10.5,33.9853353369609,4,2,12929.0,4,2
E,E01014644,25.589,29.099999999999998,15.6,33.985250514071566,4,2,12930.0,4,2
S,S01009270,34.48403124000071,21.0,14.0,33.98350730726795,2,2,12931.0,4,2
E,E01003527,26.156,32.5,12.4,33.98350588043911,4,2,12932.0,4,2
E,E01029831,25.179,27.3,17.9,33.983486319007646,4,2,12933.0,4,2
E,E01003723,25.552,30.7,15.8,33.983449331846224,4,2,12934.0,4,2
E,E01004141,25.285,36.199999999999996,17.299999999999997,33.98277715583608,4,2,12935.0,4,2
S,S01008704,33.91140414276678,15.0,13.0,33.98154638879106,2,2,12936.0,4,2
E,E01000239,25.959,35.0,13.5,33.98154590100159,4,2,12937.0,4,2
S,S01010483,35.62338971712619,22.0,16.0,33.97905055464509,2,2,12938.0,4,2
E,E01024202,25.44,26.1,16.400000000000002,33.97682324320067,4,2,12939.0,4,2
E,E01002652,26.414,29.2,10.9,33.973175178723565,4,2,12940.0,4,2
E,E01003133,25.985,27.700000000000003,13.3,33.969899121562214,4,2,12941.0,4,2
E,E01023403,25.449,27.700000000000003,16.3,33.9661096856029,4,2,12942.0,4,2
E,E01023085,25.164,26.8,17.9,33.96514818946485,4,2,12943.0,4,2
E,E01024052,25.66,23.3,15.1,33.96346881729025,4,2,12944.0,4,2
E,E01010396,25.605,28.000000000000004,15.4,33.961378314936994,4,2,12945.0,4,2
E,E01020311,26.242,20.1,11.799999999999999,33.95834587787715,4,2,12946.0,4,2
E,E01006916,25.389,21.8,16.6,33.95790647340204,4,2,12947.0,4,2
E,E01021641,25.744,25.7,14.6,33.9575801661127,4,2,12948.0,4,2
E,E01022567,25.832,30.7,14.099999999999998,33.95658168281322,4,2,12949.0,4,2
E,E01035273,25.405,31.6,16.5,33.95575070959091,4,2,12950.0,4,2
E,E01012505,24.907,25.7,19.3,33.95498499782646,4,2,12951.0,4,2
E,E01016771,25.776,28.000000000000004,14.399999999999999,33.95326863849045,4,2,12952.0,4,2
E,E01034021,26.627,12.6,9.6,33.951262959026515,3,2,12953.0,4,2
E,E01017290,26.624,11.1,9.6,33.94759533311796,3,2,12954.0,4,2
E,E01015209,25.557,21.8,15.6,33.94612917104692,4,2,12955.0,4,2
E,E01004698,26.054,23.799999999999997,12.8,33.94567234084185,4,2,12956.0,4,2
E,E01023346,25.235,35.0,17.4,33.94336649268353,4,2,12957.0,4,2
E,E01015183,25.411,20.599999999999998,16.400000000000002,33.941369526084586,4,2,12958.0,4,2
E,E01015819,25.109,24.7,18.099999999999998,33.94134125178814,4,2,12959.0,4,2
E,E01023333,25.375,32.5,16.6,33.94079088582876,4,2,12960.0,4,2
E,E01009750,24.999,28.599999999999998,18.7,33.93716024708162,4,2,12961.0,4,2
E,E01005646,26.775,37.2,8.7,33.93675125260445,3,2,12962.0,4,2
E,E01031705,25.709,39.0,14.7,33.936507632502945,4,2,12963.0,4,2
E,E01001763,25.334,33.1,16.8,33.93409953572533,4,2,12964.0,4,2
E,E01016921,25.067,31.0,18.3,33.933427359715196,4,2,12965.0,4,2
E,E01007038,25.102,25.3,18.099999999999998,33.932783458001495,4,2,12966.0,4,2
E,E01017856,25.634,26.900000000000002,15.1,33.93168272608273,4,2,12967.0,4,2
E,E01034612,25.702,35.9,14.7,33.92794983871631,4,2,12968.0,4,2
E,E01025492,25.006,31.7,18.6,33.92400160554482,4,2,12969.0,4,2
E,E01012760,26.106,28.499999999999996,12.4,33.92237878196311,4,2,12970.0,4,2
E,E01003205,25.695,34.699999999999996,14.7,33.919392044929666,4,2,12971.0,4,2
S,S01009863,36.72346893645587,20.0,18.0,33.91877281183002,2,2,12972.0,4,2
E,E01002848,25.977,23.400000000000002,13.100000000000001,33.91668591515915,4,2,12973.0,4,2
S,S01010415,37.86227911219553,23.0,20.0,33.91353685084129,2,2,12974.0,4,2
N,95AA07W1,13.887218247761162,12.8,15.7,33.91341062943876,7,2,12975.0,4,2
E,E01031609,25.226,32.0,17.299999999999997,33.910647179634395,4,2,12976.0,4,2
E,E01006049,25.616,20.8,15.1,33.90967697063137,4,2,12977.0,4,2
S,S01009553,35.002157806925055,22.0,15.0,33.908015805851925,2,2,12978.0,4,2
E,E01010556,25.135,31.1,17.8,33.907978037025316,4,2,12979.0,4,2
E,E01035679,26.218,38.4,11.700000000000001,33.90728843528521,4,2,12980.0,4,2
E,E01033285,26.306,24.0,11.200000000000001,33.90628995198575,4,2,12981.0,4,2
E,E01003736,26.004,38.1,12.9,33.9062616776893,4,2,12982.0,4,2
E,E01004458,25.806,34.4,14.000000000000002,33.90307915628225,4,2,12983.0,4,2
E,E01004460,26.018,27.6,12.8,33.90166082993913,4,2,12984.0,4,2
E,E01009441,25.199,23.0,17.4,33.89935498178081,4,2,12985.0,4,2
S,S01006701,34.99468319593629,22.0,15.0,33.897393400793675,2,2,12986.0,4,2
E,E01002695,25.375,33.4,16.400000000000002,33.89735801518186,4,2,12987.0,4,2
E,E01027152,26.316,27.3,11.1,33.89679893635749,4,2,12988.0,4,2
E,E01016447,26.401,34.300000000000004,10.6,33.89213282714945,4,2,12989.0,4,2
S,S01009262,33.272931964911464,18.0,12.0,33.88601095272324,3,2,12990.0,4,2
E,E01003106,25.541,30.3,15.4,33.88313562888771,4,2,12991.0,4,2
E,E01005730,25.86,25.6,13.600000000000001,33.88223068134254,4,2,12992.0,4,2
E,E01023547,25.29,30.2,16.8,33.88030768906644,4,2,12993.0,4,2
E,E01015782,26.089,39.2,12.3,33.879879133157814,4,2,12994.0,4,2
E,E01004328,25.91,29.2,13.3,33.878208473848204,4,2,12995.0,4,2
E,E01010040,25.282,27.700000000000003,16.8,33.87052735331029,4,2,12996.0,4,2
E,E01003997,25.637,29.799999999999997,14.799999999999999,33.870201046020945,4,2,12997.0,4,2
E,E01026079,25.544,19.900000000000002,15.299999999999999,33.86508681947282,4,2,12998.0,4,2
E,E01026651,26.414,17.2,10.4,33.86459300210632,4,2,12999.0,4,2
E,E01004573,25.827,35.699999999999996,13.700000000000001,33.86360323167183,4,2,13000.0,4,2
E,E01008113,26.324,26.900000000000002,10.9,33.86314640146676,4,2,13001.0,4,2
E,E01003998,26.075,25.4,12.3,33.86276354558453,4,2,13002.0,4,2
E,E01033626,25.79,35.199999999999996,13.900000000000002,33.86180204944648,4,2,13003.5,4,2
E,E01002042,25.79,24.4,13.900000000000002,33.86180204944648,4,2,13003.5,4,2
E,E01001759,25.7,32.800000000000004,14.399999999999999,33.86035544880692,4,2,13005.0,4,2
E,E01020882,25.38,21.7,16.2,33.860037854382554,4,2,13006.0,4,2
E,E01028210,24.811,29.5,19.400000000000002,33.85933740407598,4,2,13007.0,4,2
E,E01012870,26.391,21.6,10.5,33.85819097213081,4,2,13008.0,4,2
S,S01007087,35.53659414062433,19.0,16.0,33.85570262760875,2,2,13009.0,4,2
E,E01023738,24.75,37.6,19.7,33.8499116499056,4,2,13010.0,4,2
S,S01009119,32.6735687290081,16.0,11.0,33.84605446563855,3,2,13011.0,4,2
E,E01004148,25.155,35.3,17.4,33.84556313512193,4,2,13012.0,4,2
E,E01020247,25.261,26.400000000000002,16.8,33.84485397195036,4,2,13013.0,4,2
E,E01029594,25.133,21.7,17.5,33.84038364711593,4,2,13014.0,4,2
E,E01026736,25.183,26.0,17.2,33.836361439621584,4,2,13015.0,4,2
E,E01019059,24.987,24.6,18.3,33.83562400215358,4,2,13016.0,4,2
S,S01011348,36.08957084429314,24.0,17.0,33.82973775298195,2,2,13017.0,4,2
E,E01033562,25.106,31.6,17.599999999999998,33.829091449262336,4,2,13018.0,4,2
E,E01024262,25.458,26.900000000000002,15.6,33.82509751606443,4,2,13019.0,4,2
E,E01024859,26.15,21.4,11.700000000000001,33.82415558135784,4,2,13020.0,4,2
E,E01009849,24.835,27.800000000000004,19.1,33.82352910537412,4,2,13021.0,4,2
E,E01003220,25.686,27.3,14.299999999999999,33.821523425910186,4,2,13022.0,4,2
S,S01007230,37.7932980900286,21.0,20.0,33.8155057479664,2,2,13023.0,4,2
E,E01014564,25.752,29.799999999999997,13.900000000000002,33.81534545460472,4,2,13024.0,4,2
E,E01030484,25.45,25.8,15.6,33.81531718030827,4,2,13025.0,4,2
E,E01019693,25.29,26.400000000000002,16.5,33.8151583830961,4,2,13026.0,4,2
E,E01002932,25.254,32.6,16.7,33.81457974284027,4,2,13027.0,4,2
E,E01027173,25.464,28.9,15.5,33.81071633255811,4,2,13028.0,4,2
E,E01016772,25.676,26.6,14.299999999999999,33.80929800621498,4,2,13029.0,4,2
S,S01007553,35.50216865813616,23.0,16.0,33.806779490355886,2,2,13030.0,4,2
E,E01000490,25.921,26.3,12.9,33.80479069421913,4,2,13031.0,4,2
E,E01004737,25.154,26.200000000000003,17.2,33.8009077225055,4,2,13032.0,4,2
E,E01032094,25.189,27.3,17.0,33.80026382079181,4,2,13033.0,4,2
W,W01001352,33.8,24.0,15.0,33.8,2,2,13034.5,4,2
W,W01001830,33.8,21.0,15.0,33.8,2,2,13034.5,4,2
E,E01027941,24.851,23.400000000000002,18.9,33.79965690623954,4,2,13036.0,4,2
E,E01029787,25.064,26.5,17.7,33.79946112186593,4,2,13037.0,4,2
S,S01011653,33.20593852906042,19.0,12.0,33.79080447135271,3,2,13038.0,4,2
E,E01006184,24.718,23.9,19.6,33.78907387155751,4,2,13039.0,4,2
E,E01027436,25.091,25.2,17.5,33.78903688439608,4,2,13040.0,4,2
E,E01009734,24.913,30.9,18.5,33.78858876705599,4,2,13041.0,4,2
N,95WW02S2,13.85187726226854,13.6,15.6,33.78673728711712,7,2,13042.0,4,2
E,E01001450,25.674,33.7,14.2,33.785136486952496,4,2,13043.0,4,2
E,E01015891,25.531,22.8,15.0,33.78404446789871,4,2,13044.0,4,2
E,E01006997,25.797,28.9,13.5,33.783494101939326,4,2,13045.0,4,2
E,E01029599,25.104,25.900000000000002,17.4,33.783213494676396,4,2,13046.0,4,2
S,S01012077,36.62806139618156,21.0,18.0,33.78318615187827,2,2,13047.0,4,2
E,E01029218,25.013,24.0,17.9,33.78054435206731,4,2,13048.0,4,2
E,E01013047,24.817,26.1,19.0,33.77980691459931,4,2,13049.0,4,2
E,E01003718,25.845,35.3,13.200000000000001,33.777026810505944,4,2,13050.0,4,2
N,95JJ09W1,14.658829935597316,14.1,14.6,33.77655135775897,7,2,13051.0,4,2
E,E01024557,25.347,28.000000000000004,16.0,33.7762610987415,4,2,13052.0,4,2
E,E01021842,25.202,31.7,16.8,33.77272399574868,4,2,13053.0,4,2
E,E01028045,24.935,28.299999999999997,18.3,33.772051819738536,4,2,13054.0,4,2
E,E01034480,25.696,44.1,14.000000000000002,33.76859953963504,4,2,13055.0,4,2
E,E01010898,25.802,22.2,13.4,33.76789037646348,4,2,13056.0,4,2
E,E01023301,25.713,31.6,13.900000000000002,33.767666317793434,4,2,13057.0,4,2
S,S01008309,36.61594520214645,22.0,18.0,33.7659674469853,2,2,13058.0,4,2
E,E01021862,25.302,28.999999999999996,16.2,33.76467958075999,4,2,13059.0,4,2
