nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
E,E01032211,14.041,12.2,8.5,18.325468942088357,7,5,24986.0,6,3
E,E01024905,14.342,9.700000000000001,6.800000000000001,18.32427467441528,6,5,24987.0,6,3
N,95XX07S2,3.4069706393704164,8.6,10.9,18.321095011568055,10,5,24988.0,6,3
E,E01025496,13.965,14.299999999999999,8.9,18.319421493698623,7,5,24989.0,6,3
S,S01012200,22.88815956634069,13.0,13.0,18.316066389499888,4,5,24990.0,6,3
E,E01034068,14.228,15.6,7.3999999999999995,18.31520350183068,6,5,24991.0,6,3
S,S01011926,22.31429745649933,13.0,12.0,18.312350355714948,4,5,24992.0,6,3
E,E01011728,14.19,10.2,7.6,18.312179777635812,6,5,24993.0,6,3
E,E01032588,14.188,14.899999999999999,7.6,18.30973469369677,6,5,24994.0,6,3
E,E01005304,14.401,11.700000000000001,6.4,18.30953890932317,6,5,24995.0,6,3
S,S01013409,20.598262379111617,13.0,9.0,18.309091313584965,5,5,24996.0,6,3
E,E01008559,13.921,14.499999999999998,9.1,18.309062517686638,7,5,24997.0,6,3
E,E01001308,14.063,20.5,8.3,18.308931994770905,7,5,24998.0,6,3
E,E01031545,14.382,10.299999999999999,6.5,18.30802704722574,6,5,24999.0,6,3
E,E01029719,13.529,15.7,11.3,18.307587642750626,7,5,25000.0,6,3
N,95LL05S1,5.026792244116384,9.5,8.9,18.307129822399403,10,5,25001.0,6,3
E,E01000493,14.096,14.399999999999999,8.1,18.305843009118163,7,5,25002.0,6,3
E,E01020478,13.776,14.099999999999998,9.9,18.305525414693808,7,5,25003.0,6,3
E,E01004748,14.149,10.5,7.8,18.30548842753238,6,5,25004.0,6,3
S,S01011310,22.306964052799195,13.0,12.0,18.30192862478131,4,5,25005.0,6,3
E,E01030465,13.844,16.3,9.5,18.301792527327382,7,5,25006.0,6,3
E,E01034863,13.879,19.2,9.3,18.30114862561369,7,5,25007.0,6,3
W,W01000566,18.3,17.0,12.0,18.3,5,5,25010.5,6,3
W,W01000590,18.3,16.0,12.0,18.3,5,5,25010.5,6,3
W,W01001296,18.3,14.0,10.0,18.3,5,5,25010.5,6,3
W,W01000980,18.3,15.0,11.0,18.3,5,5,25010.5,6,3
W,W01001589,18.3,17.0,11.0,18.3,5,5,25010.5,6,3
W,W01001264,18.3,5.0,3.0,18.3,5,5,25010.5,6,3
E,E01017540,14.517,7.199999999999999,5.7,18.29933873052336,6,5,25014.0,6,3
E,E01021125,13.824,9.9,9.6,18.29905812326043,7,5,25015.0,6,3
E,E01017720,14.694,8.6,4.7,18.298564305893933,6,5,25016.0,6,3
E,E01010418,13.77,11.5,9.9,18.298190162876686,7,5,25017.0,6,3
E,E01018540,13.734,15.299999999999999,10.100000000000001,18.297611522620862,7,5,25018.0,6,3
E,E01024536,13.876,9.5,9.3,18.29748099970513,7,5,25019.0,6,3
S,S01011115,22.301795891506,14.0,12.0,18.29458398801758,4,5,25020.0,6,3
E,E01025178,14.191,9.700000000000001,7.5,18.291685884281883,6,5,25021.0,6,3
E,E01025373,14.102,12.7,8.0,18.29146182561184,7,5,25022.5,6,3
E,E01019178,14.102,8.9,8.0,18.29146182561184,7,5,25022.5,6,3
E,E01032476,13.533,16.0,11.200000000000001,18.29076137530526,7,5,25024.0,6,3
E,E01016958,13.461,14.499999999999998,11.600000000000001,18.28960409479361,7,5,25025.0,6,3
E,E01030651,13.887,16.900000000000002,9.2,18.289212526046402,7,5,25026.0,6,3
S,S01009585,21.15458028834861,14.0,10.0,18.287874731408625,4,5,25027.0,6,3
E,E01026193,14.205,9.5,7.3999999999999995,18.287085036531717,6,5,25028.0,6,3
E,E01029673,13.689,16.900000000000002,10.299999999999999,18.286030004639358,7,5,25029.0,6,3
E,E01024316,13.973,14.499999999999998,8.7,18.28576895880789,7,5,25030.0,6,3
E,E01032618,13.813,18.7,9.6,18.28561016159571,7,5,25031.0,6,3
E,E01031498,14.47,7.9,5.8999999999999995,18.28531212860281,6,5,25032.0,6,3
E,E01025005,13.439,10.9,11.700000000000001,18.28442460678761,7,5,25033.0,6,3
E,E01003699,14.256,17.2,7.1,18.284285371006895,6,5,25034.0,6,3
E,E01032058,13.563,16.5,11.0,18.284004763743965,7,5,25035.0,6,3
E,E01030150,14.397,11.200000000000001,6.3,18.28293230612164,6,5,25036.0,6,3
E,E01032902,13.917,13.3,9.0,18.282455914485105,7,5,25037.0,6,3
E,E01013437,13.792,11.899999999999999,9.700000000000001,18.281653215559235,7,5,25038.0,6,3
E,E01021573,13.685,15.0,10.299999999999999,18.281139836761277,7,5,25039.0,6,3
E,E01023493,14.501,9.9,5.7,18.279778059011036,6,5,25040.0,6,3
E,E01015695,14.039,27.500000000000004,8.3,18.27959098750242,7,5,25041.0,6,3
E,E01005069,13.857,13.900000000000002,9.3,18.274252702284247,7,5,25042.0,6,3
E,E01000850,14.654,9.2,4.8,18.271379062436576,6,5,25043.0,6,3
E,E01016417,14.565,11.600000000000001,5.3,18.27115500376653,6,5,25044.0,6,3
E,E01033192,13.961,19.5,8.7,18.271098455173647,7,5,25045.0,6,3
S,S01007693,19.427822330477447,9.0,7.0,18.26937706615061,5,5,25046.0,6,3
E,E01016859,13.888,15.0,9.1,18.268718632692472,7,5,25047.0,6,3
E,E01033080,13.976,13.600000000000001,8.6,18.267720149392996,7,5,25048.0,6,3
E,E01026760,13.513,14.799999999999999,11.200000000000001,18.266310535914858,7,5,25049.0,6,3
E,E01012985,13.707,15.5,10.100000000000001,18.264602889443818,7,5,25050.0,6,3
E,E01031406,14.151,17.9,7.6,18.264500640824526,6,5,25051.0,6,3
E,E01024550,14.364,9.8,6.4,18.264304856450927,6,5,25052.0,6,3
E,E01010013,13.848,14.899999999999999,9.3,18.263249824558567,7,5,25053.0,6,3
E,E01034072,13.865,16.3,9.2,18.262316602716957,7,5,25054.0,6,3
S,S01011133,19.422421148064696,11.0,7.0,18.261701275735835,5,5,25055.0,6,3
E,E01015848,14.201,13.0,7.3,18.26047843333019,6,5,25056.0,6,3
E,E01025321,14.004,11.4,8.4,18.258518453892663,7,5,25057.0,6,3
E,E01034800,13.879,11.899999999999999,9.1,18.257715754966792,7,5,25058.0,6,3
E,E01002262,13.754,19.2,9.8,18.25691305604092,7,5,25059.0,6,3
E,E01008786,13.753,12.4,9.8,18.2556905140714,7,5,25060.0,6,3
S,S01011036,21.702836466431844,11.0,11.0,18.255201369218632,4,5,25061.0,6,3
E,E01030649,13.93,18.7,8.799999999999999,18.25491608944197,7,5,25062.0,6,3
E,E01004463,13.696,23.1,10.100000000000001,18.251154927779098,7,5,25063.0,6,3
E,E01017853,14.405,10.4,6.1,18.249279771230903,6,5,25064.0,6,3
E,E01032119,13.747,16.6,9.8,18.24835526225428,7,5,25065.0,6,3
E,E01014890,14.528,8.1,5.4,18.247637386217733,6,5,25066.0,6,3
E,E01024569,13.888,16.5,9.0,18.24700219736902,7,5,25067.0,6,3
N,95II06S1,4.316188039212171,6.6,9.7,18.244845021764473,10,5,25068.0,6,3
E,E01022514,14.632,5.5,4.8,18.244483139107132,6,5,25069.0,6,3
E,E01034620,14.186,11.700000000000001,7.3,18.242140303787387,6,5,25070.0,6,3
E,E01020627,13.528,13.3,11.0,18.24121579481076,7,5,25071.0,6,3
S,S01006708,21.12143311731673,14.0,10.0,18.24076824282146,4,5,25072.0,6,3
E,E01006485,13.492,15.2,11.200000000000001,18.24063715455494,7,5,25073.0,6,3
S,S01010790,18.83545020708427,9.0,6.0,18.23935586921047,5,5,25074.0,6,3
S,S01008336,21.691381981991174,14.0,11.0,18.23892304066814,4,5,25075.0,6,3
E,E01007755,13.739,10.5,9.8,18.238574926498117,7,5,25076.0,6,3
E,E01004487,13.525,16.7,11.0,18.2375481689022,7,5,25077.0,6,3
E,E01016878,13.577,14.7,10.7,18.2359710453469,7,5,25078.0,6,3
S,S01011183,21.11536221873265,13.0,10.0,18.23214069766565,4,5,25079.0,6,3
E,E01032570,13.485,16.3,11.200000000000001,18.232079360768296,7,5,25080.0,6,3
E,E01026924,13.534,16.7,10.9,18.226834611304433,7,5,25081.0,6,3
E,E01034621,13.426,22.8,11.5,18.225098690536953,7,5,25082.0,6,3
E,E01032694,13.603,20.3,10.5,18.224324265907523,7,5,25083.0,6,3
E,E01021061,13.478,16.8,11.200000000000001,18.223521566981653,7,5,25084.0,6,3
E,E01002347,13.921,21.6,8.7,18.222196776392842,7,5,25085.0,6,3
E,E01025261,13.601,12.9,10.5,18.221879181968486,7,5,25086.0,6,3
E,E01007483,13.441,14.799999999999999,11.4,18.221720384756306,7,5,25087.0,6,3
E,E01025627,13.491,18.0,11.1,18.217698177261965,7,5,25088.0,6,3
E,E01029619,13.633,16.0,10.299999999999999,18.21756765434623,7,5,25089.0,6,3
E,E01004940,13.242,15.1,12.5,18.217315321379743,7,5,25090.0,6,3
E,E01021457,13.897,14.2,8.799999999999999,18.214572204447805,7,5,25091.0,6,3
E,E01012008,13.577,16.6,10.6,18.21425461002345,7,5,25092.0,6,3
E,E01034393,14.908,12.9,3.1,18.212725322196054,6,5,25093.0,6,3
E,E01008845,13.575,10.299999999999999,10.6,18.21180952608441,7,5,25094.0,6,3
E,E01022938,13.219,15.2,12.6,18.21091329140423,7,5,25095.0,6,3
S,S01012277,20.527540947246376,12.0,9.0,18.20858685968076,5,5,25096.0,6,3
E,E01032590,13.785,15.8,9.4,18.207946115802248,7,5,25097.0,6,3
E,E01029632,13.961,14.399999999999999,8.4,18.2059491492033,7,5,25098.0,6,3
E,E01029012,13.639,17.9,10.2,18.2031864708399,7,5,25099.0,6,3
E,E01023140,14.385,14.099999999999998,6.0,18.20311249651705,6,5,25100.0,6,3
E,E01013398,14.047,18.2,7.9,18.202505581964786,7,5,25101.0,6,3
E,E01022733,13.425,19.5,11.4,18.202159713243983,7,5,25102.0,6,3
E,E01032063,13.602,16.5,10.4,18.201385288614553,7,5,25103.0,6,3
E,E01024003,13.513,15.1,10.9,18.20116122994451,7,5,25104.0,6,3
E,E01020822,13.548,15.299999999999999,10.7,18.200517328230816,7,5,25105.0,6,3
E,E01024828,13.832,15.299999999999999,9.1,18.200256282399348,7,5,25106.0,6,3
W,W01000693,18.2,16.0,11.0,18.2,5,5,25108.0,6,3
W,W01000077,18.2,13.0,6.0,18.2,5,5,25108.0,6,3
W,W01000253,18.2,16.0,8.0,18.2,5,5,25108.0,6,3
E,E01018741,13.405,14.499999999999998,11.5,18.19942530917703,7,5,25110.0,6,3
E,E01023013,13.917,16.5,8.6,18.19559017319131,7,5,25111.0,6,3
S,S01010563,20.51775136480798,15.0,9.0,18.19467457579494,5,5,25112.0,6,3
E,E01005623,14.145,12.6,7.3,18.19201608303706,6,5,25113.0,6,3
E,E01008473,13.576,10.2,10.5,18.191315632730483,7,5,25114.0,6,3
S,S01009657,21.08558860592994,14.0,10.0,18.189828478914286,4,5,25115.0,6,3
E,E01021659,14.125,10.5,7.3999999999999995,18.189281678970108,7,5,25116.0,6,3
S,S01011223,21.654265172440432,12.0,11.0,18.186175173774384,4,5,25117.0,6,3
E,E01017627,13.82,14.7,9.1,18.185585778765105,7,5,25118.0,6,3
S,S01011406,21.65304939983581,11.0,11.0,18.184447401040195,4,5,25119.0,6,3
E,E01004139,13.819,16.400000000000002,9.1,18.184363236795587,7,5,25120.0,6,3
S,S01012806,20.50886326502845,11.0,9.0,18.182043417304115,5,5,25121.0,6,3
E,E01027135,13.922,14.099999999999998,8.5,18.179986447715464,7,5,25122.0,6,3
E,E01017793,13.531,17.599999999999998,10.7,18.179734114748975,7,5,25123.0,7,4
E,E01004465,13.602,16.5,10.299999999999999,18.179668853291105,7,5,25124.0,7,4
E,E01012242,13.583,11.3,10.4,18.17815699119367,7,5,25125.0,7,4
E,E01035044,14.665,8.4,4.3,18.176244847484053,6,5,25126.0,7,4
E,E01025233,13.83,11.5,9.0,18.176094763136856,7,5,25127.0,7,4
E,E01007080,13.243,17.0,12.3,18.175104992702362,7,5,25128.0,7,4
S,S01009031,19.36097065444625,12.0,7.0,18.174372044124205,5,5,25129.0,7,4
E,E01008447,13.189,15.1,12.6,18.174237032318626,7,5,25130.0,7,4
E,E01034538,13.935,14.6,8.4,18.174163057995777,7,5,25131.0,7,4
E,E01034847,13.774,20.3,9.3,18.172781718814075,7,5,25132.0,7,4
E,E01010899,13.542,16.7,10.6,18.171465641090244,7,5,25133.0,7,4
E,E01021149,13.808,12.6,9.1,18.170915275130863,7,5,25134.0,7,4
E,E01016221,13.789,15.1,9.2,18.16940341303343,7,5,25135.0,7,4
E,E01018186,13.327,16.0,11.799999999999999,18.169216341524805,7,5,25136.0,7,4
E,E01007683,13.486,15.5,10.9,18.168152596767467,7,5,25137.0,7,4
E,E01019996,13.892,12.1,8.6,18.165026623953306,7,5,25138.0,7,4
E,E01002679,14.016,16.400000000000002,7.9,18.16460678090966,7,5,25139.0,7,4
E,E01017703,14.388,8.5,5.800000000000001,18.163347251778717,6,5,25140.0,7,4
E,E01003173,13.926,14.000000000000002,8.4,18.163160180270093,7,5,25141.0,7,4
E,E01008585,13.943,12.6,8.3,18.162226958428487,7,5,25142.0,7,4
S,S01011003,19.923326671684787,13.0,8.0,18.16173640737423,5,5,25143.0,7,4
S,S01012762,21.06553529393229,12.0,10.0,18.161330085737877,4,5,25144.0,7,4
S,S01007512,19.351695475097387,12.0,7.0,18.161190794667927,5,5,25145.0,7,4
S,S01011140,22.778259561559405,15.0,13.0,18.15988403185675,4,5,25146.0,7,4
E,E01017541,13.993,12.1,8.0,18.158204750934146,7,5,25147.0,7,4
E,E01034785,14.54,5.8999999999999995,4.9,18.15372571323473,6,5,25148.0,7,4
E,E01029393,13.385,14.499999999999998,11.4,18.153258034463178,7,5,25149.0,7,4
E,E01019031,13.758,15.0,9.3,18.153221047301756,7,5,25150.0,7,4
E,E01012592,14.184,9.2,6.9,18.152829478554544,6,5,25151.0,7,4
E,E01022574,13.615,19.0,10.100000000000001,18.15212902824797,7,5,25152.0,7,4
E,E01033350,13.988,12.3,8.0,18.152092041086544,7,5,25153.0,7,4
E,E01031490,13.828,13.4,8.9,18.151933243874367,7,5,25154.0,7,4
E,E01025546,13.844,14.099999999999998,8.799999999999999,18.14977748006324,7,5,25155.0,7,4
E,E01016568,13.63,15.8,10.0,18.14875072246732,7,5,25156.0,7,4
E,E01012611,13.914,8.5,8.4,18.14848967663585,7,5,25157.0,7,4
E,E01015967,13.877,16.8,8.6,18.146688494410505,7,5,25158.0,7,4
E,E01022222,14.729,6.6000000000000005,3.8,18.145905356916092,6,5,25159.0,7,4
E,E01014848,14.089,10.5,7.3999999999999995,18.145270168067384,7,5,25160.0,7,4
E,E01026508,13.481,16.900000000000002,10.8,18.140323451596416,7,5,25161.0,7,4
E,E01027902,13.887,13.8,8.5,18.13719747878226,7,5,25162.0,7,4
E,E01024693,13.371,13.200000000000001,11.4,18.1361424468899,7,5,25163.0,7,4
E,E01023255,13.637,17.5,9.9,18.135592080930515,7,5,25164.0,7,4
E,E01016366,13.85,16.2,8.7,18.135396296556912,7,5,25165.0,7,4
E,E01031616,13.724,16.8,9.4,18.13337105566152,7,5,25166.0,7,4
E,E01026701,13.635,13.600000000000001,9.9,18.13314699699147,7,5,25167.0,7,4
E,E01021983,13.706,11.4,9.5,18.133081735533608,7,5,25168.0,7,4
E,E01015349,13.279,17.2,11.899999999999999,18.13225076231129,7,5,25169.0,7,4
E,E01021145,13.9,14.399999999999999,8.4,18.13137408906257,7,5,25170.0,7,4
E,E01004353,13.189,15.6,12.4,18.130804161671726,7,5,25171.0,7,4
E,E01016217,13.757,15.2,9.2,18.130282070008786,7,5,25172.0,7,4
E,E01000339,13.437,17.7,11.0,18.129964475584426,7,5,25173.0,7,4
S,S01011315,19.90058166178772,12.0,8.0,18.129412757549005,5,5,25174.0,7,4
E,E01026593,13.525,12.3,10.5,18.128965992284954,7,5,25175.0,7,4
E,E01031885,14.271,11.200000000000001,6.3,18.12889201796211,6,5,25176.0,7,4
E,E01005175,13.56,15.5,10.299999999999999,18.12832209057126,7,5,25177.0,7,4
E,E01013288,13.435,14.2,11.0,18.12751939164539,7,5,25178.0,7,4
E,E01014929,14.003,11.799999999999999,7.8,18.126997299982445,7,5,25179.0,7,4
E,E01000700,13.469,17.5,10.8,18.125652947962173,7,5,25180.0,7,4
S,S01006586,18.18193171436335,8.0,5.0,18.122437641265357,5,5,25181.0,7,4
S,S01007505,20.4657928102051,11.0,9.0,18.120834637627897,5,5,25182.0,7,4
E,E01030875,13.642,16.6,9.8,18.119988355454666,7,5,25183.0,7,4
E,E01009961,13.748,12.2,9.2,18.119279192283102,7,5,25184.0,7,4
S,S01011338,21.035300237254194,12.0,10.0,18.11836209456393,4,5,25185.0,7,4
E,E01018985,13.711,14.499999999999998,9.4,18.11747801005776,7,5,25186.0,7,4
E,E01019307,13.835,12.2,8.7,18.11705816701411,7,5,25187.0,7,4
S,S01011380,22.17611245305186,14.0,12.0,18.115971295747638,4,5,25188.0,7,4
S,S01012181,21.033440285488485,13.0,10.0,18.115718858538152,4,5,25189.0,7,4
E,E01018448,14.064,13.5,7.3999999999999995,18.11470661882938,7,5,25190.0,7,4
E,E01033208,13.886,17.7,8.4,18.11425850148929,7,5,25191.0,7,4
S,S01008186,21.032333492033004,14.0,10.0,18.114145959504665,4,5,25192.0,7,4
S,S01010006,21.602534200486566,15.0,11.0,18.112658660476633,4,5,25193.0,7,4
S,S01009679,21.03049475770151,14.0,10.0,18.11153287624281,4,5,25194.0,7,4
E,E01002175,13.99,19.7,7.8,18.111104254378684,7,5,25195.0,7,4
E,E01020298,13.297,12.2,11.700000000000001,18.110823647115755,7,5,25196.0,7,4
S,S01010776,20.45861934566828,12.0,9.0,18.11064020127587,5,5,25197.0,7,4
E,E01011408,13.722,10.9,9.3,18.10920953639903,7,5,25198.0,7,4
E,E01017496,13.863,10.2,8.5,18.107856471513774,7,5,25199.0,7,4
E,E01026065,13.312,13.200000000000001,11.600000000000001,18.10744534133511,7,5,25200.0,7,4
E,E01033838,14.128,15.5,7.000000000000001,18.106083563584868,7,5,25201.0,7,4
E,E01016058,14.039,10.100000000000001,7.5,18.105859504914825,7,5,25202.0,7,4
N,95BB19S3,4.431727487548601,8.6,9.4,18.104753187690516,10,5,25203.0,7,4
S,S01009479,22.167936601014414,12.0,12.0,18.104352334952402,4,5,25204.0,7,4
E,E01035371,13.858,15.8,8.5,18.101743761666174,7,5,25205.0,7,4
E,E01005517,13.751,9.8,9.1,18.101230382868216,7,5,25206.0,7,4
S,S01007488,22.73681104091352,14.0,13.0,18.100980233916264,4,5,25207.0,7,4
E,E01022652,13.555,20.599999999999998,10.2,18.10049294540021,7,5,25208.0,7,4
W,W01001350,18.1,14.0,10.0,18.1,5,5,25211.5,7,4
W,W01000361,18.1,15.0,10.0,18.1,5,5,25211.5,7,4
W,W01000648,18.1,9.0,5.0,18.1,5,5,25211.5,7,4
W,W01000614,18.1,9.0,5.0,18.1,5,5,25211.5,7,4
W,W01000026,18.1,14.0,10.0,18.1,5,5,25211.5,7,4
W,W01001446,18.1,14.0,10.0,18.1,5,5,25211.5,7,4
E,E01018335,13.391,15.5,11.1,18.095443980309952,7,5,25215.0,7,4
E,E01032677,13.515,20.3,10.4,18.095024137266304,7,5,25216.0,7,4
E,E01031234,13.781,13.700000000000001,8.9,18.094473771306923,7,5,25217.0,7,4
E,E01035284,13.905,21.3,8.200000000000001,18.09405392826327,7,5,25218.0,7,4
E,E01018835,13.887,14.299999999999999,8.3,18.093764608135363,7,5,25219.0,7,4
E,E01004343,13.478,17.4,10.6,18.093222955040957,7,5,25220.0,7,4
E,E01001881,14.401,10.100000000000001,5.4,18.09237455608868,6,5,25221.0,7,4
S,S01011824,21.01474990846483,13.0,10.0,18.089157375173315,4,5,25222.0,7,4
E,E01034035,14.114,13.0,7.000000000000001,18.08896797601159,7,5,25223.0,7,4
E,E01029040,13.438,16.7,10.8,18.087754146907052,7,5,25224.0,7,4
E,E01016923,13.331,19.7,11.4,18.08724076810909,7,5,25225.0,7,4
E,E01027277,14.449,9.3,5.1,18.085907264655297,6,5,25226.0,7,4
E,E01011305,13.827,14.399999999999999,8.6,18.085561395934498,7,5,25227.0,7,4
E,E01033708,14.482,11.1,4.9,18.082818279002566,6,5,25228.0,7,4
E,E01034763,14.41,10.9,5.3,18.08166099849091,6,5,25229.0,7,4
E,E01005626,13.575,13.100000000000001,10.0,18.081510914143713,7,5,25230.0,7,4
E,E01034529,13.68,18.4,9.4,18.079579209002635,7,5,25231.0,7,4
E,E01016341,13.52,15.1,10.299999999999999,18.079420411790455,7,5,25232.0,7,4
E,E01034440,13.804,23.7,8.7,18.079159365958986,7,5,25233.0,7,4
E,E01007516,13.768,16.5,8.9,18.078580725703162,7,5,25234.0,7,4
E,E01016079,13.608,14.399999999999999,9.8,18.078421928490982,7,5,25235.0,7,4
E,E01006595,13.75,12.7,9.0,18.078291405575246,7,5,25236.0,7,4
S,S01012294,20.43486981176657,11.0,9.0,18.076888990754302,5,5,25237.0,7,4
E,E01035525,13.393,19.7,11.0,18.076172628925544,7,5,25238.0,7,4
S,S01006722,19.29125831214004,12.0,7.0,18.075301639169467,5,5,25239.0,7,4
E,E01028236,13.622,13.200000000000001,9.700000000000001,18.073821080740817,7,5,25240.0,7,4
E,E01018054,13.995,11.600000000000001,7.6,18.073784093579388,7,5,25241.0,7,4
N,95SS15S2,5.463724898136651,8.5,8.1,18.073057843984717,10,5,25242.0,7,4
S,S01010915,21.002563600736007,14.0,10.0,18.071839029502264,4,5,25243.0,7,4
E,E01034449,13.868,16.6,8.3,18.07053631071448,7,5,25244.0,7,4
S,S01009413,21.57261576419509,12.0,11.0,18.070140628504763,4,5,25245.0,7,4
S,S01008786,21.57252328730628,12.0,11.0,18.0700092066859,4,5,25246.0,7,4
E,E01021055,13.139,16.5,12.4,18.06967706319572,7,5,25247.0,7,4
E,E01023030,13.725,13.200000000000001,9.1,18.069444291660695,7,5,25248.0,7,4
S,S01006889,21.000743484086733,14.0,10.0,18.069252404414897,4,5,25249.0,7,4
E,E01027019,13.671,17.8,9.4,18.06857633127695,7,5,25250.0,7,4
S,S01011017,19.856813940892412,12.0,8.0,18.0672130711004,5,5,25251.0,7,4
E,E01001642,14.184,10.9,6.5,18.065963737260752,6,5,25252.0,7,4
S,S01009409,20.42703415442068,11.0,9.0,18.06575349134827,5,5,25253.0,7,4
E,E01034413,13.952,14.7,7.8,18.06464765953692,7,5,25254.0,7,4
S,S01010485,19.283022705425527,14.0,7.0,18.063597759120924,5,5,25255.0,7,4
E,E01028048,13.631,15.2,9.6,18.063107523143046,7,5,25256.0,7,4
E,E01005644,13.558,13.700000000000001,10.0,18.06072770066187,7,5,25257.0,7,4
E,E01024798,14.144,11.799999999999999,6.7,18.060494929126847,6,5,25258.0,7,4
E,E01027924,14.018,8.3,7.3999999999999995,18.058469688231455,7,5,25259.0,7,4
S,S01006610,23.27551658584972,12.0,14.0,18.05473416620312,4,5,25260.0,7,4
E,E01026757,13.268,12.9,11.600000000000001,18.053653494676226,7,5,25261.0,7,4
E,E01018742,13.623,13.3,9.6,18.053327187386884,7,5,25262.0,7,4
E,E01000797,13.853,11.4,8.3,18.052198181171676,7,5,25263.0,7,4
E,E01020061,13.603,14.7,9.700000000000001,18.050592783319935,7,5,25264.0,7,4
E,E01034427,13.922,16.7,7.9,18.04968783577477,7,5,25265.0,7,4
E,E01010079,13.371,14.099999999999998,11.0,18.0492767055961,7,5,25266.0,7,4
E,E01035691,14.365,18.2,5.4,18.04836304518596,6,5,25267.0,7,4
E,E01034478,14.134,19.7,6.7,18.048269509431645,7,5,25268.0,7,4
E,E01034073,13.636,9.5,9.5,18.0475037976672,7,5,25269.0,7,4
E,E01008657,13.67,15.0,9.3,18.045637353983984,7,5,25270.0,7,4
S,S01012535,19.269849036541547,10.0,7.0,18.044876243419402,5,5,25271.0,7,4
E,E01001075,13.704,18.0,9.1,18.043770910300772,7,5,25272.0,7,4
E,E01018450,14.059,10.8,7.1,18.04344460301143,7,5,25273.0,7,4
E,E01023063,13.879,10.5,8.1,18.040551401732298,7,5,25274.0,7,4
E,E01009948,13.665,15.1,9.3,18.039524644136385,7,5,25275.0,7,4
E,E01024780,13.345,24.6,11.1,18.03920704971203,7,5,25276.5,7,4
E,E01017963,13.345,19.7,11.1,18.03920704971203,7,5,25276.5,7,4
E,E01021470,13.789,11.899999999999999,8.6,18.039104801092734,7,5,25278.0,7,4
E,E01015745,13.771,25.6,8.7,18.038815480964825,7,5,25279.0,7,4
E,E01018168,13.681,16.0,9.2,18.037368880325257,7,5,25280.5,7,4
E,E01021433,13.681,18.9,9.2,18.037368880325257,7,5,25280.5,7,4
E,E01006462,13.592,15.0,9.700000000000001,18.037144821655215,7,5,25282.0,7,4
E,E01029953,13.875,21.3,8.1,18.03566123385422,7,5,25283.0,7,4
E,E01004194,13.626,18.8,9.5,18.035278377972,7,5,25284.0,7,4
E,E01032403,13.873,22.400000000000002,8.1,18.033216149915177,7,5,25285.0,7,4
E,E01004468,13.855,17.1,8.200000000000001,18.032926829787268,7,5,25286.0,7,4
E,E01030005,13.801,16.8,8.5,18.032058869403528,7,5,25287.0,7,4
S,S01012816,19.260690534379837,13.0,7.0,18.031860807588053,5,5,25288.0,7,4
E,E01019035,13.516,13.900000000000002,10.100000000000001,18.031097373265474,7,5,25289.0,7,4
S,S01010875,22.685991745834343,17.0,13.0,18.028759333334648,4,5,25290.0,7,4
E,E01035391,13.354,21.7,11.0,18.028493492114258,7,5,25291.0,7,4
E,E01001026,13.459,18.9,10.4,18.026561786973176,7,5,25292.0,7,4
E,E01027273,13.92,14.2,7.8,18.025526316512277,7,5,25293.0,7,4
E,E01035064,13.529,14.6,10.0,18.025273983545787,7,5,25294.0,7,4
E,E01029708,14.328,9.3,5.5,18.02484542763716,6,5,25295.0,7,4
S,S01013389,22.111750582404632,13.0,12.0,18.024504614558566,4,5,25296.0,7,4
E,E01009905,13.581,17.599999999999998,9.700000000000001,18.02369685999049,7,5,25297.0,7,4
S,S01009308,20.96840614285674,14.0,10.0,18.023296790461444,4,5,25298.0,7,4
E,E01020124,13.526,12.6,10.0,18.021606357637225,7,5,25299.0,7,4
E,E01022058,14.128,12.7,6.6000000000000005,18.019217822291075,7,5,25300.0,7,4
S,S01012541,19.82264206034347,11.0,8.0,18.018650335549523,5,5,25301.0,7,4
E,E01013518,13.523,14.299999999999999,10.0,18.017938731728666,7,5,25302.0,7,4
E,E01025362,13.824,12.1,8.3,18.016744464055595,7,5,25303.0,7,4
E,E01025723,14.232,14.7,6.0,18.016063575180475,6,5,25304.0,7,4
E,E01018750,13.521,16.7,10.0,18.015493647789626,7,5,25305.0,7,4
E,E01021416,13.698,12.5,9.0,18.0147192231602,7,5,25306.0,7,4
E,E01005452,13.748,10.100000000000001,8.7,18.01069701566586,7,5,25307.0,7,4
E,E01005728,13.587,14.499999999999998,9.6,18.00931567648416,7,5,25308.0,7,4
E,E01014216,13.479,11.5,10.2,18.00757975571668,7,5,25309.0,7,4
E,E01021147,14.277,7.000000000000001,5.7,18.00592865783853,6,5,25310.0,7,4
E,E01027971,13.209,13.100000000000001,11.700000000000001,18.00323995379798,7,5,25311.0,7,4
W,W01001056,18.0,16.0,10.0,18.0,5,5,25314.0,7,4
W,W01001458,18.0,14.0,10.0,18.0,5,5,25314.0,7,4
W,W01001318,18.0,11.0,10.0,18.0,5,5,25314.0,7,4
W,W01000426,18.0,13.0,12.0,18.0,5,5,25314.0,7,4
W,W01001391,18.0,16.0,10.0,18.0,5,5,25314.0,7,4
